Sentiment,Tweet
4,Enjoying Karaoke Night @ Bush Garden... its hilarious 
0,@michellecvcm has gorgeous green spa shoes on....but she won't let me post pictures   you're all missing out!
0,"i missed most of the final of BGT, i was at work. will have to wait for the rerun "
4,Our second offer is in. Valid untill 180509. Second showing on Saturday. Can't wait! 
0,http://tinyurl.com/nz38cq marty the cowboy dooooog haha im bored  minding bams dog til she gets back
0,Urg I have to go to work in a minute. 
4,@shufflebite top of the mornin to ya! Aw cool  buy anything nice? I'm just outside in the amazing sunshine 
0,I wish my test grades were posted more efficiently. 
4,Workin' on Hodir 
4,is enjoying some ME time in the tanning bed....12 minutes of pure bliss...and photo ops for my man 
4,"@sarahloserface oh, man. I love harry potter. "
0,@muselive *cries* i like many other muse fans have no access to money  but the next time! I will next time! yes!
0,only one person came my class 
0,@ruheyelee sorry for killing you with my can fart 
0,Back from TJ. Slept away one whole day. A mountain of works' waiting. Tonight might be a long  night 
4,"@gardens_i  Fuzzy fur on my gardn's pebble paths, from Clematis montana 'Rubens' post-bloom "
4,#iheartboobies come on people help the little guys get a trending topic! It's a breast cancer foundation!! So your helping them too 
4,walking to tesco in the sunshiiine 
0,Going home.  called into work. Tummy ache. 
0,Im at church in sunday school bored out of my freaking mind!  Kat Woman OUT 
0,is actually upset the texas job didnt work out. i was gearing myself up to live down there. 
4,In a pretty good mood today 
0,left with a huge hangover. and my daughter woke me up at 8 
0,"Damn this is beautiful...A lil lonely tho, guess this is what happens when your not missed  "
0,@tommcfly or maybe you just miss me...Ok you don't 
0,mathsrevisionmathsrevisionmathsrevision. i'm dying here 
0,@phete I just tried in 0.5 experimental and framework 'webkit' works fine. I don't have 0.4 installed tho 
0,@theDeanoRama sorry I can't give you any then  x
0,Not enjoying the secretary of state line right now... 
4,So pretty out  going to the mexican festival today haha
4,so glad i came out tonight  Christina
4,Leaving Cert Folks- Good luck in English. Stay cool and enjoy your Longley. 
0,@vikusia ohh  i left around 9 because it was kind of failing and nothing was happening and i wanted food. and was too tired to come back.
0,muffin is crying a lot recently 
0,Sucky Day! 
4,@nutmeg1 thank you 
4,@charsposchant Lots of family issues as well as my own hangups on things 
0,aww jacks mannequin at pnc tonight. i wish i was going  #trackle!
4,@AnnaKristiiina oh i know... home-baked bread is totally different than bread from a store. But i'm lazy too  luckily mom loves to bake!
0,"Sending my PC off to HP - it's one and truely Crapped up. Just formated it, and that didn't do the trick "
4,"@metsphanatic  had an amazing party for my sister, had a car of beautiful ladies to drive around, hung out at @kmestevez 's new house "
0,"Car-shop just called. As it seems, I need a new brake caliper, a new break-disc and new brake pads. "
4,I get off at 11am tomorrow and don't have to be back at work until 3pm Thursday.  WHAT SHOULD I DO WITH ALLLL THAT FREE TIME?  Hee. 
4,Whee! Got a new background image. 
4,"On our way to meet some other Mustang owners so we can drive to the show together! Ah, the life of a car-fanatic's wife!!  Wanna join us??"
4,up WAAAYYY too early this morning!! guess i will get some stuff done around here before i head to work. 
0,working on my twitter background and getting very annoyed. 
4,"I'm not good at tennis at all, but it feels like Federer is the one who will win even though it would be fun if the cute swedish boy won "
0,"missed out yesterday, and is bummed about it "
4,Petition for McFly songs to be featured on Eclipse or Breaking Dawn [Twilight Saga] http://twitition.com/zjwa8  (via @McFlyNews)
0,Just dropped my sistah off @ lax.    #fb
0,This week at work is just going to suck.  I have to train the new girl and I really dont like her cause she is so annoying. 
0,"@ali1010101 Yes, the French exam we took last week was horrible. Just horrible "
0,I have a list of things  I really enjoy and they're all creepy. 
4,hmm so my good mood has lasted till now so that's good! I really don't know what waking up before Noon means 
0,@valwears I got to eat but didn't get the mag..Wal Mart was toousy and I didn't have enough time. It'll have to wait until after work 
4,Haha! Mythbusters are doing a myth I emailed to them. (and presumably many other people did too) STill will be cool to see the outcome 
4, Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?
4,@YoMoma2009 Wow your actually on twitter! Shocker!  haha
4,@BuzzEdition anywhooo... my philospophizin minnd workin overtime. wayy 2 deep for sunday nite i think! get on back to work now!  hehehe.
0,@luluonthesky tbem acho  um dia vou ter NET rsrs
4,@hsprince you changed your name!! zoo and umm park?!  i absolutely adore you and miss you
4,"great day 2day! roundin it off with sum vodka and tv with my boy! cant w8 4 2moro nite, gona b fun! love bank holidays! "
4,meggy d i just had cucumber tew!  twinz &lt;3
0,@AlyssaCasertano really good movie i saw it it was kind of sad tho 
0,yo estudio mucho para el examen de espanol. that probably is not right. 
0,I need my best friend I need to talk with her and a hug  God don't leave my grandma alone please
0,@Crizzoid I know.  I can't believe they actually listened to me.  Too bad the others I tweeted did see their messages 
4,just watched he's just not that into you. i liked it. 
0,"One Liter Of Tears made me cry again, aww! I feel sorry for Aya.  Enjoy LIFE. D going to bed. NITE!"
4,"@karlkrumm Indeed. In an obvious assist in humility, 20 followers dropped me...so now I can look forward to 3000 again. "
4,well good morning world 
0,@ShannonDae really? I hate the mobile twitter..its hard to tweet with a sidekick 
0,"@Soulcialite @workathomenow @FeliciaFett @LianneFarbes @Poison_Ivy4 @SassyStilettos Unless it's in VA, thurs is hard for me "
0,@PotFace i hate my family 
0,@JustFalling exactly 
0,The Jeep failed inspection  The Cat converter needs replaced. Only another $300 which I don't have. Medical disability is such a wonde ...
0,@justinfleenor I thought this was a smartphone. 
0,I wiiish soderling had won 
4,@JackAllTimeLow Australia is gonna miss youu 
0,"set the alarm for 8, woke up at 10. MISSED YOGA CLASS "
0,"@HellenBach Nooooo, I missed it   IPlayer here I come - again!)"
0,"@Spike_Says Unfortunately she's pregnant, so if you bake her there's a separate bun in the oven.    Good to know she's breeding...."
4,"@TheRaeRae #writingmuses There's a thought  But seriously, I have a wip, semi horror steampunk western that needs a better plot."
0,"http://bit.ly/Wm3fH  needs the guitar, I think  she's not a good enough singer to pull it off a capella"
4,"@ChrisAugust Haha, I didn't think there was anyone who liked cheesecake more than me. "
0,Even with the snore extractor I'm tired 
0,I wonder if I'll ever get my black light back? 
0,whoops.. i broke it.    hes gonna be mad. good thing i got super glue!  lol  good as new. 
4,@porcelain72 nice review. 
0,Naw sry buh I ain't a fan of grits 
0,@hal345 i'm jealous!!! share 
4,@TheStoryLady good morning Ronda how r u? JODY 
4,"@glennbeck Dont be a statistic Glenn, addiction to twitter is a serious malady  Go get some sleep!"
4,loves the sunny weather!! and is eating ice cream 
0,AOM is open until 1am! Too bad I'll be @ the Perk 'till midnight 
0,need food. just tried to spell 'loud' as 'load'. my brain isn't working so well 
0,Great. Google have disabled my Adsense ads. Thanks guys! 
4,On my way to Cary to see Megan! 
0,"Sometimes I get damn tempted to open Hubs' mails, simply cos I hardly get mail. I'm kiddish, I know. "
4,http://twitpic.com/6bk1v - Bathroom shot before I get rid of it 
4,@everydayblues ï¿½tima! Bourbon Street feelings... 
4,"@Damevegas Morning!  Short of my wallet being surprisingly light, things are great.    How's you?"
4,"Gonna go tubing down the Provo river today, then bbq, and camping with my ma  Summers here!!!"
4,@TashaDD if you like 2 laugh..have a good time..follow me..its just that simple 
4,@beej123 don't be sad baby you can't miss school anyway and we'll have a fun weekend 
4,"Hello, Twitter World, on this beautiful #followfriday.  Wishing you all a wonderful, productive day. "
4,@apgwoz great pics! You should try to start selling your race photos to runners 
4,@beverlbr... Yeah Dega... Can't wait!  Have a great week too! 
0,I just remembered the white chocolate crispies snacks they make over there. Now I wanna go back to Guayaquil 
4,"@chiniehdiaz yeah, it's been full of watching #chuck and babysitting, and The kids love #chuck so I can't complain!  how was your weekend?"
0,@sojufied yes I'm ok. Got hit by a car behind 
0,How do people take out time for family when I never have enough time for myself? 
0,just realized today is my last day with the kiddies 
4,"Dance tomorrow, United Wednesday, WACA Thursday then the weekend  Testing starts tomorrow..."
4,watching the logies. 
4,Preparing the First Titanium Tips Email Newsletter to go out tomorrow. Get ready Boot Campers -     
4,is hopefully goin to see &quot;Up&quot; or at least hang with so really cool peeps 
4,@ShontelSherrea i miss you girlie!howr u! follow her fellas.. she can sing 
0,"@ddlovato i still don't get it? wow, i must be slow. hahaha. "
4,@coachpatwells Anytime coach 
4,@racheltrue oh thanks I was highly upset that morning  I had to stand in formation for an hour with that thing on
4,Home from Las Vegas Adobe User Group meeting on Flex apps. Very cool stuff tho glad to leave it to the coders 
0,guests in and on a diff. timezone - i will be verry tired tom. 
4,will go out with besh today 
0,is thinking about going to get some ice cream. Hubby is on his way back to Laredo booo! I miss him 
4,is going star watching with her friends! 
4,@xjkradicoolx Thnx hun! U've seen me w/o bangs? LOL. Yea bangs are fun. I can do full or side swept bangs  2 in 1 Yay
4,Too many music photos on the blog recently. Got some sunny stuff to post from today thankfully 
4,@melhags your profile sounds like it fits our profile 
0,UP was so cute. and i almost hit the cutest owl ever.  thank goodness he flew away. now it's raining. gooood dayyyy.
0,"Murg tired, that's what you get playing peggle nights till 4am "
4,@D0miniqu3 i lurve ur profile photo... really pretty. how do u know Miley? 
0,not in the good mood 
0,"@superch i know, me too! work is making me fat "
4,At campton place for dine about town with my friends. Really happy that they drove up from palo alto to spend friday night with me 
0,"Looking for a new job, actually want to cry. "
4,@traceylien Really dig your work on Good Game. Genuinely interesting segments. Keep it up! 
0,Chillin wit mah boy mike. Godamn its nice to be in albany again. I missed this weekend tho 
0,"i feel so sick, i wanna go to hospital, and yes tommorow i have a test "
0,muhahaa just finished doc who series three. started at 8.30 last night (7 hours sleep)! all done 
4,@trinlayk I hear ya.  I wouldn't want to be so skinny...I was nearly kicked out of WW when I was obsessed 10 yrs ago &amp; was 125lbs! Yikes!
4,@diegoalbright How's the marketing going? Never knew you were such a business man. 
0,has had a migraine all morning. 
4,@moragg Yeah  did you watch &quot;Deadwood&quot;?
4,@colbsi Well the going rate in this house is $2 for a small one $5 for a big  kids got an IOU for $5 
0,Not feeling to good..Going StuDy SomethIng I HaTe Doing 
4,my ex is coming down this weekend and we are staying in a super nice hotel in st kinda Melbourne...bad idea?... i think so 
4,Bad dreams and nightmares :// i wish odisseous maximus the great was in my room 
4,@tommcfly good luck tonight!! i know it's gonna be AMAZING! 
0,my fae-ddut dads here and i missed him cus i was sleeeeeeping! 
4,Is leaving Celias to house. Me and kelly are bicycling back to her apartment 
0,"Oh poo. The new byline logo is shockingly bad, prettiness is gone from the app, and I can't even log in. Deleting &amp; reinstalling now. "
0,Where is everyone? No one seems to be answering their phone today 
4,@Turkeysaladboy I think it looks like an awesome game! gonna see if I can get in touch 
4,@bsullee thanks sis...i had to learn that one the hard way!... 
4,Friday night movies  I don't have pop corn though :/
0,"tiredd -yawwn- hmm, could be at the disco righ tnow  Kinda dev noww"
4,Going to draw. 
0,@Stormlite02 You missed it by a thousand hun it is 3316 
0,I need some coffee or Tylenol 
4,@emilyninja what are you up to!? 
4,"Listening to ICOF's album, can't wait 'til I get to see them with some knowledge of their songs @ Download Saturday "
4,"@dbdc LOL!!! You're funny!! Thanks for brekkie,It was lovely  What's for dinner? lol"
4,"@nickyy123 obviously  hahaha, sarcasm is a hard habit to get out of i'd say haha"
4,@PhantomV48 I assume you're talking about Harry Potter 
4,sittin by the pool with a cold beer... talk about no worries 
0,"humm, wish i had a white petticoat. it'll look terrible if the black one peeks out of the dress.. "
4,@kurisquare  awesome! this IS true for myself as well. It just seems to weird
0,just got the schedule for the exams i have to take again an saw i still have to do the stupid assignment that i hoped i could drop 
4,"@brucehoult if it ain't broke, no reason to fix it  I'm a bit like that. Just that sometimes, things *are* breaking and need replacing"
4,"yay playing scattegories and being random with Joel, May &amp; Sherman "
0,"sweet Jesus De Silva Del Toro Hernandez Garcia &amp;&amp; all of MS-13, my neighbors are at it again  Fights then loud ass make up sex, ugh"
0,Does Green tea Keep you up? cause I think its keeping me up  errr I just want to sleep !
0,everybody left now 
0,"@d_dannels That's why I'm not going to watch it. Couldnt take it.  She's in a better place though, don't 4get that."
4,@StefanCamilleri you're attending? 
0,Just finished eating my blueberry and strawberry pancakes...mmmmm! Now gotta get ready for work 
4,@ohhai_itsashley awesome. 
0,noooo! It's raining! I usually love rain but today I wanna go to the beach! nooo!why It's raining? 
4,Hey just received an email that my VMworld session has been approved. Forgot all about the submission. 
4,@KatieKatwalsh Ok! Great! I speak very well Italian!!! And do you like France? When Do you come??? 
0,@FreelanceSw Why so expensive 
0,"This shit sux.... Could do a party 2nite however, some broke ass niggas decide they wanna break n crib &amp; steal my shit!!! "
0,laying in bed just got home from seeing monsters vs aliens. theres a beautiful boy in my living room but his biatch of a gf is here  ugh
0,a bunch of state parks are closing here. that sucks. 
4,"Done work!  Off to eat cheap seaweed salad, drink cheap red wine, and write the cheapest kind of fiction you can imagine."
4,@cel_xox dont get ur hopes up  .. with pps i mean  . lol if ur a big obsessive fan you would go by yourself ...rofl
0,Ughh why'd it take me 30min to find the perfect bday card?! I was standing there laughin at every card I picked up and couldn't decide 
0,Why do so many ppl on 12 mile have ashy elbows??? 
4,@KhadyJs which day will that be? Sat I hope. 
4,I'm getting an A in physics and I don't get a _whit_ of it! Life is grand. 
0,My wolf shirt didn't arrive in time 
0,today i thinkl that the love is a lie 
4,@thommy_jay yay! there you go  sweeetheart.
4,@stephd23 the dude matched online prices !! and discounted as well so WHAT COULD I DO !! 
0,68 degrees and raining. 
4,@looweebee I tend to say more on here than on FB so please make sure you keep my Twitter secrets! 
0,Didn't hang out with Jon today thanks to a Tornado watch and 35 inches of rain. 
0,@Jonasbrothers wishing there was a show closer to my town so I could go 
4,"@BitchBuzz no, you are giving her a fair chance, she is shit! "
4,"@MissJenn23 haha, I guess it's not for everyone "
4,@m_neko Just about to leave work; will get you the crisps at the station. Let me know in the next 20 mins if you want anything else. 
4,"@souljaboytellem  the future goes to sleep haha, enjoy ur concert!"
4,@SEXYINDIA how crazy? Details please  haha
4,Remember Friday Specials ~ 50% off of any intuitive session booked on Friday ~ Twitter Friends only  http://bit.ly/aGk2B
0,@Weirtoo What a disappointing way to see that part.  
0,Its raining and people dont wanna get up and hang out   i might just call my home girls over and make it a movie night with her and drink.
0,Figured out my desktop is not working at all.  If it was it would be downloading my email.  So it's not just the monitor.  Repair shop. 
0,@leoniedu I'm still level 1... 
4,@Hetty4Christ I pray you are better : @Hetty4Christ I pray you are better  http://bit.ly/CrSJ7
0,Is sad  wants #twithugs
4,"@fihu Oh, yeah! Yesterday I was in a very bad mood! But today looking at your Look-alike contest makes me laugh a lot! "
0,"WHO DOES WORK ON THE RAIL TRACKS ON A BANK HOLIDAY?!?! It's a 2hr extended journey to begin with, now we're being &quot;held&quot; &amp; Shout!'s at 3! "
0,@mileycyrus WHY YOU DONT AWNSER MEEEEEEEEEE? 
4,/thank god for @bre. Slept in and he took Ava to daycare. 
0,no matter how many times i watch philadelphia i still manage to cry like a baby everytime 
0,Too busy to sneak out to Casa Vega for a lunchtime margarita with @skarlett and a freshly college graduated Matt. 
4,"*fends off the !archlinux fanboys* I'm not blaming Arch, more likely my shitty config "
4,is off to see McFly tonight 
4,@MichaelHyatt Trying to avoid email since it's the w/e  will check it out tho.
0,catch cold 
0,wanting to talk to someone like me 
4,Finally takeing my car I'm today! Let's hope they say it's allot of $ to fix cuz daddy said I get a new one if so ! 
4,"@inkybear00 Yep, Im still here "
0,@nitadarling Hey! naw..i aint wearing it anymore cuz I broke it 
0,Sicker than shit....I hate my life for real 
4,Elmo with Sophie. out with Leanne. IM with Derek over good times (past &amp; future!). good night. 
4,shower.done.washing.done.nails.done.  truman is naughty!!
4,@liam_obrien thanks for putting up with my quitting and wanting breakfast over a good ride.  ps ill give you 20 for the jacket haha
0,@evilmaharaja Making you miss the Red Sox game too 
4,@dozi1 crazy in a good way I hope 
0,@djhellayella  but some how I don't fully believe that...lol
0,I jus read the cutest text from amy to wendy. 
0,I am so mad about Jon &amp; Kate  http://bit.ly/DhBeW
4,@vermontaigne Thanks.  Too bad you can't help me move. 
0,Apparently I could have a UTI? 
0,@JJHawkins I read the Song Fu page. I like to think that the 'stop's a positive place but I might narrow that to the boards are positive. 
4,@nickybyrneoffic .. Follow mw   
0,i hate my life!! i just feel like crying  i need someone to just come and make me feel so much happier then what i am rite now 
0,Can't get vanity urls unless you have an account before June 10th  or something 
0,@Mirahtrunks I need to go to Walmart 
0,Sean is still a douche. Diaf Sean. 
4,@emoisforluvers xD.... I'm ok..my Finals r almost over.its my b-day 2morrow and I got two AMAZING gifts... I&quot;m.. happy 
4,"@Marilyn_Res Can your tomatoes grow in a safe room?  Smart little devils, aren't they!"
4,@freehugs19 DOOSH! happy birthday.  HAHAHA.
0,"Omg, I want to get my hair lightened so bad. "
0,eff emm ell. what did i do wrong 
0,@OnlyNameNotUsed I wish they'd had a countdown or more notice!  I could have borrowed money or something!  It was one day *BOOM* gone! 
0,who's next? im gonna miss my dear fren.. 
0,@jonaskevin i love you 
4,Just woke up. I feel great. 
0, I was suppose to be mentality prepared for this but can't help it get to me
4,@idaft @syrinpt You Ladies are definitely convincing me to buy the BSG albums! 
4,Pre training then rock n roll road race. I totally love this place.  Have a fantastic day 
0,"Can't stop crying, I'm going to miss all of the cbtv seniors &lt;3 "
0,Firefox greys out often in my Ubuntu 9.04 rc. Is this a bug? 
4,@LifelineReader Your twittering is very helpful itself!  I'm curious about how to learn palm reading.
4,"@thsutton I have a very good Macbook Pro  Only 3 years old, yours for $1200 "
4,"&quot;yeah, well, dreams die, Josh, just like this FISH!&quot; hahahahaha!!! *watching Drake and Josh* â¥ 'em!! "
4,"Tomorrow, I  will give up sugar... again... It may kill me, but I will do it. "
0,At home on a blustery night! Rather be here then trapped somewhere with no power. Got my mac to keep me warm! haha Wish it wasn't so! 
4,People I follow are funnayyyy  Made me LOL
4,"@chuckbeye when writers block kicks in, make bullet points or numbered lists. Then schedule your 911 session with me "
4,"@sarahjbray - hey! there you are! you haven't been tweeting as much!  No, she is just an awesome roommate! Isn't that great?!"
4,@ShenayePanda I know 
4,Just wondering what Rachel Nichols' natural hair color is. Will I ever find out 
4,@Rachaila wasaaaaaaaaa (Again) follow me nigga.. so its eazier 2 reach out to you when i want to  ... you got the tatt flava in ya ? 2..3?
0,HEADACHE!!!!!!!!!!!   
4,hasn't been on twitter in a long while...The Snatam Kaur concert was awesome...stayed out past 3am w/ some MV gang. Yay! 
4,@teentechnofreak Welcome 
4,i love myself its not a sin...cant control whats happening 
0,@richard4481 You beat me.............again 
4,Mtv awards 
0,back from my run feel sad cuZ gypsy Is getting really old on me 
0,@jelynnn yeah but the line is hella long. I miss u guys too 
0,blah  exam was really hard... piss!
4,@ChieriNagase 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!
0,has to go to the library today 
0,No way!!! I have another puncture in my double buggy! Not happy about this big phil and ted fail 
0,"@jenblu good question. I have no idea what the best thing to do is, so I've not done anything. "
4,says im  back  http://plurk.com/p/xto0r
4,At black diamond drinkin crown n coke for 3 bucks 
0,Lying in bed so bored  Working at 5 :| i really don't want to x
0,Things I miss the most away from S'pore 1. @superdupernineh 2. @shanedawson 3. My boos. 
4,has 23 more to go 
0,"@DaisyDuhh yeah, i didt have a working printer so i couldnt "
0,@Ducatel09 Ely wts gud? thought I'd see u at Ruth Graduation 
4,"Ate &amp; showered, I'm all set now! Feeling much better, that's for sure!!  Now, what to do... Any suggestions?"
0,@Dee_Groovy Urgh. That's messed up  Its one of the things that pisses me off too.
0,having a rough day 
4,@tommcfly This Friday &lt;3 and I'm excited to buy new merch too 
0,Off last week with a fluey thing...now I have this shit to deal with....bored and feel like I'm letting people down 
4,"Morning!! Todays the game, and the Amount Boyz party, and the ecko fashion show! What to do, what to do hee hee "
4,Long live DRAMA QUEENS ! U make life the ugliest it cud get  
4,@PortiaFendeman Ok I'm framing those two tweets right there!! They'll have pride of place 
0,IS GONNA QUIT LAVISH. I cannot afford to live like this.... 
0,MY LIFE IS SO COMPLICATED. 
4,"http://twitpic.com/3pf3k - Me and a group of school girls outside Big Buddha in Nara, Japan  So Cute~"
4,@caligrl20 You are becoming addicted to Twitter!  I am so proud!  
0,@scottwaisbrot. Wish I could sit around a campfire 
0,hey @DJTracyYoung why aren't you playing at GayDays this year?  every year i know Tracy's night will be the best night.
0,http://bit.ly/Qplfe Margaret Mountford to leave The Apprentice - aw! 
4,@HoneyJune well must b coz i dont get annoyed by my frnds easily &amp; i consider u ma frnd u noe.... 
0,@mdixson Sorry to hear that  I hope you're okay
4,"Once Again, I love my job  http://twitpic.com/6uyom"
4,"I love it when you forget about an artist on your Ipod, then you rediscover them... it's like hallelujah! I love Paul Brandt! "
4,"@elizweiland I was told by a little bird named @rickbakas to follow you.  I  didn't question, just obeyed "
0,@BIPINGU eww not sure i like that 
0,I hope i didnt offend any of my celeb followers.    i do it all for the love.
4,@esmemurphy Hoping.... No......Praying. Lets be done with it already.  Hope you are having a good evening Esme
4,@mannyc @BostinBloke happy to be of service 
4,"@Shayach Yes!More rain please. I think that's why I feel better, See you tomorrow. Think i'm going to need some good sushi for lunch tmrw "
4,Lalala! Just finished watching Late Night! Good episode! 
4,"@simplycharis 'O's this year , must get good result and go HK for all her events during year-end "
0,Im so tired. I just wanna go home lol 
4,my presentation is quite alright  thank god.
4,has a Pencil full of lead... its more entertaining than you think. 
0,"dammit, gotta strange smell and no obvious source. not too bad yet, but i can feel it, tomorrow it'll smell like a hot dumpster in here  "
4,bio exam sucked. bio class was fun after though  getting changed so i can work out! gonna listen to @singlefile
4,@8a22a Thanks for the recommendation. I'm more of spooky/creepy psychological horror fan than gruesome so not sure it'd be my cup of tea 
4,Sittin' here anxious about Trey releasing Genesis in a few minutest!! 
0,"Don't you just hate it when you get to the last 'uns of your fox's glacier fruits, and all thats left are yellow ones...    "
0,@joepolitics I was going to come but I lost the flight I was going to buy &amp; that makes me so sad my boss was even letting me go 
0,My netbook is over used 
4,going to Shawn's tonight with the girls  i plan to do plenty of underage drinking.
0,I cant find my size in jeans that have holes in them  weeps! maybe i need to gain weight ...
4,is torn between Chuck and Pushing Daisies. Which one to watch first??! 
4,@LeelooDogBlog I just bought a bike. Haven't ridden since I was a kid (ages!) - this could prove very ouchy 
0,"@julian_delfiki That sucks, sorry to hear that you lost some important stuff. "
0,"@tommcfly I want you again in BrasÃ­lia  I wanna meet you and hug you... shit, I'm with depression-after-McFly."
4,@Me_gan  you okay?
4,"Overnight bag filled, sandwiches made, iPhone fully charged - think I'm ready to head to Glasgow, yeah? "
0,Trying to clear my stuffy nose so I can make it through rehearsal. 
0,Ugh. I'm up. 
0,What a let down! Apple website now says the new iPhone software won't be ready until 6/18! 
0,@Jamieed same did you order from hmv??? Geez I hate them so much 
4,@sishizaki please be safe!  
0,Watching hunter. Waiting for dad to get home. I'm hungry. 
0,Freezing my ars off in the shade! #german :Ich frier mir den Arsch ab im Schatten! #french :j'me gele le cul a l'ombre...'tain! 
0,Hello my lil darlings. This is my last twitter  Yeah so sad. Dicks of parents are making me quit.
0,@Ayvii I feel you mami so do i  younginss
4,Happy Mother's Day to all you TwiMoms out there.  
0,Love seeing all my buddies at the #Habs presser. I miss work. Sad that I'm not there right now 
4,@MrsPode Epic day indeed  Just got the chinese food place to make me a special dish too!
4,my mate megan is the best thing since sliced bread. i loveeee her 
0,I have to give up my baby KiWi 
0,The Never Ending Story goes on   Facts of politics are very stubborn things.
0,Boredom isnt any fun..Wish I had somebody to hang out with tonite.. 
0,sitting at home being bored....... 
0,@bugs_caslib oh no! will say a prayer for your mum! 
4,"Gone in 60 seconds. Best movie ever, my dream girl is in that movie, amazing body, beautiful color, love the way she sounds, ELANOR "
4,@DENISE_RICHARDS Happy Birthday Lola! 
0,"I lost my wallet, so I am sitting in a Starbucks looking sad. Maybe someone will offer me a drink.  I'm hungry."
0,"I'm here, got here pretty much on time, just not had the energy to go online until now. It's not free either "
4,TweetPo.st now let's you exclude tweets from going to Facebook using !fb. No settings change required. Enjoy! 
0,@anotherfrog You should've made an effort to come  I am very disappointed !
4,@chantee_c guess what Chats. I just diiiiid. wee. I'm so proud of myself. My summer is complete. 
0,having to restore his ipod again which means ive lost loads of music if my laptop also gets wiped 
0,Why is it so much harder to get out of bed in winter. Stupid warm snuggly bed n cold icky outside! 
4,@TCBoldware LMBO! Jus checkin in chica so I wont keep u Glad reunion was a hit Get ready 4 nxt yr! Sleep WELL &amp; we'll talk soon 
4,www.killerjo.net try not to focus on science 
0,My granddad just died 
4,@Cookieex3 awesome!! Can't wait to see it!! 
4,Wordddddddddddd- Kiss 92.5 is back!!!!!  yayyy 
4,me and @jessicabianca had fun talking to our papa bear. we really do hope he'll allow us to get some ringside tix to WWE..  goodnyt
0,@JPacittiMusic how u feel im sry 
0,bloody hell family over do it sometimes 
0,"@Angel_Hales goodluck for tomorow hunny, im sorry I cant sponsor you, i have zero moneys  but my thoughts are with you xxxx"
0,"God, why can't I be at #asylum? Really. I never get to do anything cool! "
0,@hummingbird604 Sorry you have to hear that 
4,Someone in Lexington sends me cards that make my day. You're the best @Ylimeemily!  Check your mailbox in a few days.
0,is pretty sure her air conditioning is broken 
0,@Hicksdesign 
0,I started getting a sore throat tonight out of the blue and Im starting to get that - not feeling good effect 
0,"@NDollaaa yeh I was guna ask if you still wanted the shoes,I don't know when I'll be around though, I'm too poor even for a train ticket "
4,A glass of rose &amp; the French open  #fb
0,@Anushray I have tried that. It isn't the same as playing on Windows. 
4,Saturday I'll go to bet my last currency in the hope! WOW yeah! 
0,goodmorning twitter! going to amanda's house today! its raining    uggh. back to the old weather.
4,"@darrenmurphy Ahh, but we get to dress up to go out in Melbourne "
4,@warriorblue Oh I'm starting to really like you now lol 
0,@astrup Found that out the hard way.  After going up &amp; down the mtn 3 times &amp; storms &amp; truck crash traffic &amp; Twitter being down I gave up
0,having no money is not fun 
4,@leilay  Thanks! I think it's my favorite one I've made. 
0,@benecholsisking I'm using tweet deck on 3.0 and I see no push support. 
0,@stefanbsp ew wtf who is that 
4,Me I want something!  love u
0,Waiting for Natie to come online I miss him. 
0,"@schnabes It's a crier?! omg I didn't know  crap, I should probably go see this by myself during the day."
0,really sad i didn't see up today  
4,@littlefluffycat Fantastic!  Glad you enjoyed that site as well!  
4,peanut butter ice cream. 
4,@arncyn follow @threadless din! 
0,@mediahunter the lack of Chaser is awful 
0,@heyheyrain I've been replaced 
0,Dentist said this was the hardest root canal. Is that a compliment? Ouch 
0,@Barron00 @grouchypuppy @hanseebundee Thank you for the #followfriday  You are good friends! Mom didn't let me on the computer yesterday. 
0,@vickixashton for some reason it didn't sent my whole comment to that picture  x
0,@echoshack WOW - What a way to remember  - I suppose you can get all the sadness over with in one hit  - Not nice though
0,Yooo I'm dumbass tired  I need a vacation....
4,@Ginuwine09 so you held my hand for a couple of seconds during the powerlive concert during &quot;pony&quot;..and so it made my life! Thanx 
4,GOOD THING I'M A HOME BODY... ITS F'N COLD OUT THERR!!! LOL~ XOXO 
4,@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me. 
0,http://twitpic.com/6amwv - Poor little beef patty you got made with no one to eat you 
4,Nothing like heading to a club listening to classical music and then ending the night with it too. I'm ready for bed. Recess was fun! 
0,@meljq21 well I live in northern Virginia which is luke 10 mind from DC! Georgetown is such a good school. No I dont go there 
4,"If anyone needs inspiration today, @Iconic88 is on FIRE with fun motivational quotes.   Happy Monday!"
4,@limburger2001 afternoon!  you all outta bounce today?
4,"AHHH, tonight was so much fun. I'm exhausted now. THANKS to everyone who came "
4,"@crystaljordan Will take you up on that.  Now, must get off twitter..."
4,@sdtips Im just fine with it like this  it's great weather to exercise in! Esp 4 profuse sweat-ers like me who melt in the sun
4,@mrdumbapples oniichan? Haha. lol. Eat na Kiah. Eat Eat Eat eat. 
0,feels so sad..  cuz of the Korean song.. OST my Sassy Girl 
0,My lip hurts  imma kill somebody in they're sleeeep!
4,@Delan_Rain most sci-lasses are 
4,@timothythompson Re: Senate - How else would we recognize them ? 
